expression,reading,meaning,tags,guid
登録,とうろく,"등록, 등록, 기록",JLPT_1 JLPT,w(]v<(of^0
討論,とうろん,논의; 토론,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,ft/}AOp*ZE
遠ざかる,とおざかる,멀리 떠나다,JLPT_1 JLPT,nANBsXm^[4
遠回り,とおまわり,"우회로, 우회로",JLPT_1 JLPT,u;(Y+10j3P
トーン,トーン,음정,JLPT_1 JLPT,O1)Y~lZnk@
とかく,とかく,"어쨌든, 어쨌든, 어쨌든",JLPT_1 JLPT,Jhr>yBj`X[
とがめる,とがめる,"비난하다, 꾸짖다",JLPT_1 JLPT,tCyhd<KEBb
時折,ときおり,때때로,JLPT_1 JLPT,cBC8l)@|Bd
とぎれる,とぎれる,"일시 중지하다, 중단되다",JLPT_1 JLPT,M`gmYE]A0;
研ぐ,とぐ,"갈다, 갈다, 갈다, 광택을 내다",JLPT_1 JLPT,lUJgFysD==
特技,とくぎ,특별한 재능; 기능,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,"iyF,MXDXX4"
独裁,どくさい,"독재, 전제주의",JLPT_1 JLPT,"c+G[A,i*M0"
特産,とくさん,"특산품, 특산품",JLPT_1 JLPT,Cyr8}5s:<j
独自,どくじ,"독창적인, 특이한, 독특한",JLPT_1 JLPT,iCBdeKS#GI
特集,とくしゅう,"특집(예: 신문, 특별판, 보고서)",JLPT_1 JLPT,wi!>SN]gEF
独占,どくせん,전매권,JLPT_1 JLPT,j~8Pw]-mt@
独創,どくそう,독창,JLPT_1 JLPT,gXnxl+EiHr
得点,とくてん,"점수, 득점",JLPT_1 JLPT,"u`t,J1?=>5"
特派,とくは,"특사를 보내다, 특사를 보내다",JLPT_1 JLPT,HzEPo`9b]p
特有,とくゆう,"특징(~의, 독특한(~의))",JLPT_1 JLPT,s!rvO*5;{%
とげ (をさす),とげ (をさす),가시,JLPT_1 JLPT,hJ#iZ92?#q
遂げる,とげる,"달성하다, 달성하다, 수행하다",JLPT_1 JLPT,xrXbhn4rr4
～どころか,～どころか,오히려 거리가 멀다,JLPT_1 JLPT,EHH{[82H7I
年頃,としごろ,"나이, 결혼 적령기, 청소년기",JLPT_1 JLPT,etGaTJBp9c
戸締り,とじまり,"닫다, 문을 잠그다",JLPT_1 JLPT,br8:Ms=|$#
途上,とじょう,"경로 중/중, 중간",JLPT_1 JLPT,u0JdXEY0c~
土台,どだい,"기초, 기초, 기초",JLPT_1 JLPT,cvkea1V_|{
途絶える,とだえる,"멈추다, 멈추다, 끝나다",JLPT_1 JLPT,G6Wu+!]SF@
特許,とっきょ,"특별 허가, 특허",JLPT_1 JLPT,y;*Z>uq]4W
特権,とっけん,"특권, 특별한 권리",JLPT_1 JLPT,k%B0csu$EA
とっさに,とっさに,즉시,JLPT_1 JLPT,q}5LIfDsGB
突如,とつじょ,"갑자기, 갑자기",JLPT_1 JLPT,vs{$6V?ZhH
とって,とって,"손잡이, 그립, 손잡이",JLPT_1 JLPT,G05L%<Kvt?
突破,とっぱ,"돌파하다, 돌파하다, 침투하다",JLPT_1 JLPT,BUU#!_nB`?
土手,どて,"제방, 은행",JLPT_1 JLPT,P7Y3[uoFO/
届,とどけ,"신고, 통지, 등록",JLPT_1 JLPT,k&rtuoJHn+
滞る,とどこおる,"정체되다, 지체되다",JLPT_1 JLPT,K*Hz>u1V/7
整える,ととのえる,"정리하다, 정리하다, 조정하다; 준비하다, 준비하다; 돈을 모으기 위해",JLPT_1 JLPT,yz)tg)bvJH
止める,とどめる,"끝내다, 그만두다, 그만두다, 사임하다",JLPT_1 JLPT,IgE:xC]C-g
唱える,となえる,"낭송하다, 노래하다, 부르다",JLPT_1 JLPT,Gg`8L(I3?q
殿様,とのさま,영주,JLPT_1 JLPT,xjLi|(N)Y!
土俵,どひょう,투기장,JLPT_1 JLPT,kt7if2NoDZ
扉,とびら,"문, 여는 것",JLPT_1 JLPT,I24=_qRNG{
溝,どぶ,"도랑, 배수구, 틈",JLPT_1 JLPT,Hzol[}&YZl
徒歩,とほ,"걷기, 걸어서 가다",JLPT_1 JLPT,Fjm7hAD%fu
土木,どぼく,공공사업,JLPT_1 JLPT,jgd#[Gmw^^
とぼける,とぼける,"멍청한 척하다, 무지한 척하다, 순진한 척하다, 멍한 표정을 짓다; 바보처럼 행동하다; 쇠약해지다",JLPT_1 JLPT,HA39$4<O7S
乏しい,とぼしい,"빈약한, 부족한, 힘든, 가난한",JLPT_1 JLPT,"wt#tsoF,$N"
富,とみ,"부, 행운",JLPT_1 JLPT,kl&?2R4Ul?
富む,とむ,"부자가 되다, 부자가 되다",JLPT_1 JLPT,Q?~wK|+t|p
共稼ぎ,ともかせぎ,(남편과 아내가) 함께 일하며 생계를 유지하다,JLPT_1 JLPT,"K<|&apg,,5"
伴う,ともなう,"동행하다, 데리고 가다",JLPT_1 JLPT,ntk-`u.Caj
共働き,ともばたらき,맞벌이 소득(남편과 아내가 모두 일함),JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,KsJK.WMk9k
ドライ,ドライ,마른,JLPT_1 JLPT,uyF82nwuCT
ドライクリーニング,ドライクリーニング,드라이 클리닝,JLPT_1 JLPT,hI<4F;7$M(
ドライバー,ドライバー,"드라이버, 드라이버",JLPT_1 JLPT,JR*AC1{b!P
ドライブイン,ドライブイン,운전하다,JLPT_1 JLPT,lGQ5H]umJ
トラブル,トラブル,문제 (때때로 동사로 사용됨),JLPT_1 JLPT,fF~?5;]hHp
トランジスター,トランジスター,트랜지스터,JLPT_1 JLPT,G8*[Jm%i5[
とりあえず,とりあえず,"일단, 우선 당분간은",JLPT_1 JLPT,"A3E,EB~Q2G"
取扱,とりあつかい,"치료, 취급, 관리",JLPT_1 JLPT,rBTr^DU*Cx
取り扱う,とりあつかう,"처리하다, 처리하다, 처리하다",JLPT_1 JLPT,f<xt2FJB#W
鳥居,とりい,신사 아치길,JLPT_1 JLPT,bwgFGu0jgU
取り替え,とりかえ,"교환하다, 교환하다",JLPT_1 JLPT,"LmK#s,9;im"
取り組む,とりくむ,"태클을 걸다, 시합에 참여하다, 맞서 싸우다",JLPT_1 JLPT,FUhxb`Icnx
取締り,とりしまり,"통제, 단속, 감독",JLPT_1 JLPT,Nn_#J1j`cb
取り締まる,とりしまる,"단속하다, 통제하다, 감독하다",JLPT_1 JLPT,u>YtS}dO87
取り調べる,とりしらべる,"조사하다, 조사하다",JLPT_1 JLPT,"lTv.J/i,RR"
取り立てる,とりたてる,"수집하다, 강탈하다",JLPT_1 JLPT,u]pjW8@;4G
取り次ぐ,とりつぐ,"(누군가를) 알리다, (메시지)를 전달하다, 대리인 역할을 하다",JLPT_1 JLPT,h81vV]thLx
取り付ける,とりつける,"제공하다, 설치하다; 누군가의 동의를 얻으려면",JLPT_1 JLPT,OLVn)Sl<l<
取り除く,とりのぞく,"제거하다, 떼어내다, 분리하다",JLPT_1 JLPT,hNl.|rVPKI
取引,とりひき,"거래, 거래, 사업",JLPT_1 JLPT,QK;D?PC(Iv
取り巻く,とりまく,"둘러싸다, 둘러싸다, 둘러싸다",JLPT_1 JLPT,E%Fl$NJpIJ
取り混ぜる,とりまぜる,"섞다, 합치다",JLPT_1 JLPT,Bo(wYaa}Ah
取り戻す,とりもどす,"되찾다, 되찾다",JLPT_1 JLPT,pPlunQ{V=M
取り寄せる,とりよせる,"주문하다, 멀리 보내다",JLPT_1 JLPT,M^8;v4K?HH
ドリル,ドリル,송곳,JLPT_1 JLPT,tLuvrWP-bR
副,とりわけ,"특히, 무엇보다",JLPT_1 JLPT,I|~T6euZ&R
とろける,とろける,녹다; 매혹되다,JLPT_1 JLPT,zCt%1bEngS
鈍感,どんかん,"둔감, 둔감",JLPT_1 JLPT,AGgv#X94Iv
とんだ,とんだ,"끔찍하다, 끔찍하다, 심각하다, 절대 그렇지 않다",JLPT_1 JLPT,H?67/UOJ%d
度忘れ,どわすれ,"기억상실, 잠시 잊어버리다",JLPT_1 JLPT,O3@@XzGoQO
問屋,とんや,도매점,JLPT_1 JLPT,L]HWWc9|Rk
内閣,ないかく,"내각, (정부)",JLPT_1 JLPT,y)df|:D=Sq
乃至,ないし,"...에서, 사이...그리고, 또는",JLPT_1 JLPT,iAOF?Qa_8q
内緒,ないしょ,"비밀, 사생활, 비밀",JLPT_1 JLPT,u~2eY8N1H4
内心,ないしん,"가장 깊은 생각, 진정한 의도, 가장 깊은 마음",JLPT_1 JLPT,qVMnXwPQkx
内蔵,ないぞう,내부 장기; 내장,JLPT_1 JLPT,L]Dm~E_?j[
ナイター,ナイター,"조명 아래에서 하는 게임(예: 야구), 야간 게임",JLPT_1 JLPT,w71YMp^g^|
内部,ないぶ,"내부, 내부, 내부",JLPT_1 JLPT,Qc_^Hv.8K<
内乱,ないらん,"내전, 국내 갈등",JLPT_1 JLPT,"nyNNE_],O!"
内陸,ないりく,내륙,JLPT_1 JLPT,G}P5V$Jk?4
苗,なえ,벼 모종,JLPT_1 JLPT,D`y6b-_J-}
なおさら,なおさら,"더욱, 더욱 적게",JLPT_1 JLPT,D3]|seyAVE
流し,ながし,싱크대,JLPT_1 JLPT,sUm$!Jp0[}
長々,ながなが,"길다, 늘어지다, 아주 길다",JLPT_1 JLPT,OTwM?YMLfQ
中程,なかほど,"중간, 중간",JLPT_1 JLPT,A)F$iP@]z@
渚,なぎさ,"물가, 해변, 해안",JLPT_1 JLPT,zd22=yfA9n
嘆く,なげく,"한숨을 쉬다, 한탄하다, 슬퍼하다",JLPT_1 JLPT,ilzJ;<!YjV
投げ出す,なげだす,"버리다, 내쫓다",JLPT_1 JLPT,vl-:<#dR[!
仲人,なこうど,"중매인, 중매인",JLPT_1 JLPT,kknZLw#*&s
和やか,なごやか,"온화한, 차분한, 조화로운",JLPT_1 JLPT,EbN._V9![%
名残,なごり,"유적, 흔적, 기억",JLPT_1 JLPT,oz>_]^qFZM
情け,なさけ,"동정, 연민",JLPT_1 JLPT,D|r~;|9R]k
情無い,なさけない,"비참하다, 불쌍하다, 부끄럽다",JLPT_1 JLPT,N<_jdqMHiS
情深い,なさけぶかい,"다정한 마음, 동정심 많은",JLPT_1 JLPT,P:u6w48-M4
詰る,なじる,"꾸짖다, 꾸짖다, 꾸짖다",JLPT_1 JLPT,m2ug%F|{:P
名高い,なだかい,"유명한, 유명한, 잘 알려진",JLPT_1 JLPT,CAOqe%9eXa
雪崩,なだれ,눈사태,JLPT_1 JLPT,i|el8n-PMm
懐く,なつく,감정적으로 애착을 가지게 되다,JLPT_1 JLPT,g];Z(M#sXQ
名付ける,なづける,이름을 짓다,JLPT_1 JLPT,NJQx_8`$@d
何気ない,なにげない,"캐주얼한, 무관심한",JLPT_1 JLPT,GCR5kv%JGq
なにとぞ,なにとぞ,"제발, 부디, 꼭",JLPT_1 JLPT,lQ*Q=lmCB7
なにより,なにより,"가장, 최고",JLPT_1 JLPT,Ifj=x)`!7.
ナプキン,ナプキン,냅킨,JLPT_1 JLPT,dY;w6ETO=:
名札,なふだ,"명찰, 이름표",JLPT_1 JLPT,"H,LzU#iC|r"
生臭い,なまぐさい,"생선이나 피 냄새, 생선이나 고기 냄새",JLPT_1 JLPT,vDPDWlb?&h
生温い,なまぬるい,"미지근한, 마음이 반듯한",JLPT_1 JLPT,G~a-u$_3U#
生身,なまみ,"살아있는 살, 살과 피, 빠른 것",JLPT_1 JLPT,mdk5@{-d$q
鉛,なまり,납(금속),JLPT_1 JLPT,clLq6d~d8L
滑らか,なめらか,"매끄러움, 유리질",JLPT_1 JLPT,F~B/LW)1su
嘗める,なめる,핥다; 경험하다; 놀리려고,JLPT_1 JLPT,"h&h,RaX>m("
悩ましい,なやましい,"매혹적인, 우울한, 나른한",JLPT_1 JLPT,vf@^4N2dLC
悩ます,なやます,"괴롭히다, 괴롭히다, 괴롭히다",JLPT_1 JLPT,jR2E;(CfhM
悩み,なやみ,"문제, 걱정, 괴로움",JLPT_1 JLPT Genki_Ln.19 Genki,"rYH,[!J71-"
並びに,ならびに,그리고,JLPT_1 JLPT,Ny*4D`O(3Y
成り立つ,なりたつ,"구성하다; 실용적이다(논리적, 실현 가능, 실행 가능함), 결론을 내리다, 진실을 유지하다",JLPT_1 JLPT,m1{^Hc5[&f
なるたけ,なるたけ,가능하다면 최대한,JLPT_1 JLPT,y(q.AD0L#F
慣れ,なれ,"연습, 경험",JLPT_1 JLPT,j7[97Xg7/>
馴々しい,なれなれしい,"익숙하다, 자유롭게 하다",JLPT_1 JLPT,shT?wsHw[_
～なんか,～なんか,적어도 ~,JLPT_1 JLPT,d.Q@D)R`y/
ナンセンス,ナンセンス,무의미한 말,JLPT_1 JLPT,moW2Xjtt^+
何だか,なんだか,"조금, 다소, 어떻게든",JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,hYSEqVkL.V
なんだかんだ,なんだかんだ,뭔가 또는 다른,JLPT_1 JLPT,Hjnd-`9LXB
なんなり,なんなり,뭐든지 뭐든지,JLPT_1 JLPT,w_?<3$dc`X
荷,に,"짐, 수하물, 화물",JLPT_1 JLPT,yqk%}[]JXT
似通う,にかよう,밀접하게 닮다,JLPT_1 JLPT,Dm9*/_j8S;
にきび,にきび,"여드름,여드름",JLPT_1 JLPT,e&g:V:ku_]
賑わう,にぎわう,"번영하다, 번영하다, 사람들로 북적거리다",JLPT_1 JLPT,g#ovh${-3n
憎しみ,にくしみ,증오,JLPT_1 JLPT,QPkVwq]vjj
肉親,にくしん,"혈연, 혈족",JLPT_1 JLPT,uWXLxRMJ+O
肉体,にくたい,"몸, 살",JLPT_1 JLPT,gnN00<v<{9
逃げ出す,にげだす,"도망가다, ~로부터 탈출하다",JLPT_1 JLPT,fl)eIr9*lI
西日,にしび,서쪽으로 가는 태양,JLPT_1 JLPT,K3I7nq2l;L
滲む,にじむ,"달리다, 흐릿하게 하다, 퍼지다",JLPT_1 JLPT,o9up<Sz=ve
にせ物,にせもの,"모방, 위조",JLPT_1 JLPT,A=&EK6O#1I
日夜,にちや,"낮과 밤, 언제나",JLPT_1 JLPT,i%dEbeqYtB
荷造り,にづくり,"포장, 포장, 상자 포장",JLPT_1 JLPT,qOwG&WZKL2
担う,になう,"어깨에 짊어지다, 부담하다(짐), 어깨에 짊어지다(총)",JLPT_1 JLPT,F#SgKxy?S*
鈍る,にぶる,"능력이 떨어지다, 무뎌지다, 무뎌지다, 약해지다",JLPT_1 JLPT,L.(Z=bmrwj
にも関わらず,にもかかわらず,"그럼에도 불구하고, 그럼에도 불구하고",JLPT_1 JLPT,KlWPE-D`h0
ニュアンス,ニュアンス,미묘한 차이,JLPT_1 JLPT,LUTAFMalyV
ニュー,ニュー,새로운,JLPT_1 JLPT,"Gfvoid,rAZ"
入手,にゅうしゅ,"획득하다, 손에 들어오다",JLPT_1 JLPT,KYs]w;nq{f
入賞,にゅうしょう,(대회에서) 상이나 장소를 얻다,JLPT_1 JLPT,"QQ,s.4v3{f"
入浴,にゅうよく,"목욕하다, 목욕하다",JLPT_1 JLPT,K$j=e4Tdlp
尿,にょう,오줌,JLPT_1 JLPT,jT5|c!zG9i
認識,にんしき,"인식, 인지",JLPT_1 JLPT,"sX|,Qiq}<w"
妊娠,にんしん,"임신, 임신",JLPT_1 JLPT,j|`SG%:20Y
任務,にんむ,"의무, 임무, 임무",JLPT_1 JLPT,h6lc;]{2nu
任命,にんめい,"임명, 지명, 안수",JLPT_1 JLPT,En]Zo|mh[y
抜かす,ぬかす,"생략하다, 생략하다",JLPT_1 JLPT,B_-9.@R#h`
抜け出す,ぬけだす,"빠져나가다, 몰래 빠져나가다, 뛰어나다",JLPT_1 JLPT,pLSh/TV^OR
主,ぬし,"주인, 주인, 신",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,f$iPQS#{]6
沼,ぬま,"늪, 늪지, 연못",JLPT_1 JLPT,q-TqHFf#eJ
音色,ねいろ,"음색, 음색",JLPT_1 JLPT,C=~bfd:qmo
値打ち,ねうち,"가치, 가치, 가격",JLPT_1 JLPT,s_}27&HmzM
ネガ,ネガ,(사진) 네거티브,JLPT_1 JLPT,tRtoeF@*NA
寝かせる,ねかせる,"잠자리에 들다, 눕히다, 발효시키다",JLPT_1 JLPT,i8aC;^zTA&
ねじまわし,ねじまわし,드라이버,JLPT_1 JLPT,lC3$+z.Dp9
捩れる,ねじれる,"비틀다, 긴장하다",JLPT_1 JLPT,Shp4gNU#M
妬む,ねたむ,"질투하다, 부러워하다",JLPT_1 JLPT,LkwOsP2luZ
ねだる,ねだる,"잔소리하다, 요구하다",JLPT_1 JLPT,bqJI({hGlV
熱意,ねつい,"열심, 열정",JLPT_1 JLPT,rd11dz%oP<
熱湯,ねっとう,끓는 물,JLPT_1 JLPT,yBQ@*k[rMd
熱量,ねつりょう,발열량,JLPT_1 JLPT,yVC<gDS.Nb
粘り,ねばり,"끈적임, 점도",JLPT_1 JLPT,BvIS%RjDgh
粘る,ねばる,"끈적끈적하다, 끈끈하다, 지속하다, 달라붙다",JLPT_1 JLPT,q5idXyJ?~3
値引き,ねびき,"가격 인하, 할인",JLPT_1 JLPT,ppHz}aRok7
根回し,ねまわし,필요한 조치를 취하다,JLPT_1 JLPT,k|jB&4ScOn
眠たい,ねむたい,졸린,JLPT_1 JLPT,A:U[i:g3Mu
練る,ねる,"반죽하다, 다듬다, 다듬다",JLPT_1 JLPT,OcA{._U(He
念,ねん,"감각, 느낌, 욕망",JLPT_1 JLPT,uVWX2{yDLk
年賀,ねんが,"연하장, 연하장",JLPT_1 JLPT,P$?kkzx-4;
念願,ねんがん,"마음의 소원, 간절한 청원",JLPT_1 JLPT,N2]ye^.%%-
年号,ねんごう,"연호, 연도",JLPT_1 JLPT,bLo0`T)GZr
燃焼,ねんしょう,"연소, 연소",JLPT_1 JLPT,zKpI9!^gxJ
年長,ねんちょう,선임 순위,JLPT_1 JLPT,L5;%C?!rKM
燃料,ねんりょう,연료,JLPT_1 JLPT,rltcX_fvi[
年輪,ねんりん,연간 나무 반지,JLPT_1 JLPT,b+fwXle>0o
ノイローゼ,ノイローゼ,신경증 (GER: 신경증),JLPT_1 JLPT,"J+@dVGG,?/"
農耕,のうこう,"농업, 농업",JLPT_1 JLPT,s|V;EQ<DFG
農場,のうじょう,농장,JLPT_1 JLPT,f{r<5W&Bpu
農地,のうち,농경지,JLPT_1 JLPT,gFlV*(m#WE
納入,のうにゅう,"결제, 공급",JLPT_1 JLPT,K9YdM1s/F>
逃す,のがす,"자유롭게 하다, 자유롭게 하다, 도망가게 하다",JLPT_1 JLPT,cfjj1lW1R
逃れる,のがれる,탈출하다,JLPT_1 JLPT,ur0/yS?G.F
軒並,のきなみ,줄지어 늘어선 집들; 균일하게,JLPT_1 JLPT,gYh0C^=J<1
望ましい,のぞましい,"바람직한, 희망하는",JLPT_1 JLPT,O~bUfdZRZc
乗っ取る,のっとる,"점령하다, 점령하다, 장악하다",JLPT_1 JLPT,D>275*`Xs9
のどか,のどか,"고요한, 고요한, 조용한",JLPT_1 JLPT,IT.<Z@]SZ.
罵る,ののしる,"나쁘게 말하다, 학대하다",JLPT_1 JLPT,o]7]HcCGpH
延べ,のべ,"선물, 신용(매수), 스트레칭, 총계",JLPT_1 JLPT,Eb3R}G~vq&
飲み込む,のみこむ,"꿀꺽꿀꺽 삼키다, 깊이 삼키다, 이해하다",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,fwLCsj3c:^
乗り込む,のりこむ,"탑승하다, (차에) 타다; 행진하다, 들어가다",JLPT_1 JLPT,"P^t~AIQ,:b"
刃,は,"칼날, 검",JLPT_1 JLPT,s8NuMFbIpb
～派,～は,"그룹, 파티, 섹션(백만)",JLPT_1 JLPT,qMeKLND8O$
バー,バー,술집,JLPT_1 JLPT,xD;./&*C~}
把握,はあく,"붙잡다, 붙잡다, 이해하다",JLPT_1 JLPT,DFve{Ag1B(
パート,パート,아르바이트,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,OK)Lf1Yk5g
廃棄,はいき,"처분하다, 버리다, 버리다",JLPT_1 JLPT,"t,]x!4!SsB"
配給,はいきゅう,"배급(예: 영화, 쌀",JLPT_1 JLPT,BIJAh&96+q
ばい菌,ばいきん,"박테리아, 세균",JLPT_1 JLPT,F@%B4+?fE|
配偶者,はいぐうしゃ,배우자,JLPT_1 JLPT,j5as3|4RM2
拝啓,はいけい,-- 편지의 시작 부분에 사용되는 공식적인 인사말 --,Intermediate_Japanese_Ln.4 JLPT_1 JLPT Intermediate_Japanese,+.sAx2wLV
背景,はいけい,"배경, 풍경, 설정",JLPT_1 JLPT,B;EWwcKw8a
背後,はいご,"뒤, 뒤",JLPT_1 JLPT,"l$UvE^.,2i"
廃止,はいし,"폐지, 폐지",JLPT_1 JLPT,"D{,71BeMS8"
拝借,はいしゃく,(겸손하게) (정중하게) 빌려주기,JLPT_1 JLPT,"w!,O.|Pr}V"
排除,はいじょ,"제외, 제거, 거부",JLPT_1 JLPT,"e(cIaHsE,F"
賠償,ばいしょう,"배상, 면책, 보상",JLPT_1 JLPT,i0;;9:0(Yb
排水,はいすい,배수,JLPT_1 JLPT,CI{]`I5(&E
敗戦,はいせん,"패배, 전쟁에서 패하다",JLPT_1 JLPT,JSMF6y%Lj~
配置,はいち,"(자원의) 배치, 배치",JLPT_1 JLPT,wZ<r/Id^hw
配布,はいふ,분포,JLPT_1 JLPT,j3UYv2B1e{
配分,はいぶん,"분배, 할당",JLPT_1 JLPT,sPEejO/d9<
敗北,はいぼく,패배 (동사로는 '패배하다'를 의미),JLPT_1 JLPT,=90:_^P$k
倍率,ばいりつ,"직경, 배율",JLPT_1 JLPT,h`ahPtUY;b
配慮,はいりょ,"고려, 관심, 사전 고려",JLPT_1 JLPT,poW=.ChJSm
配列,はいれつ,"배열, 배열(프로그래밍)",JLPT_1 JLPT,cC<!?;J:<g
破壊,はかい,파괴,JLPT_1 JLPT,v!Zp^6YAqE
いたわる,いたわる,"동정하다, 위로하다, 배려하다",JLPT_1 JLPT,wcGai|q>xT
一概に,いちがいに,"무조건, 필연적으로",JLPT_1 JLPT,hLV>poM3Dq
著しい,いちじるしい,"주목할 만한, 상당한",JLPT_1 JLPT,"kPPz=m,gRR"
一同,いちどう,"참석한 모든 사람, 관련된 모든 사람, 우리 모두",JLPT_1 JLPT,O|v*CB_J$V
一部分,いちぶぶん,"부분, 부분",JLPT_1 JLPT,kC:AyoQ(VZ
一別,いちべつ,이별,JLPT_1 JLPT,P}9Ns5lV8E
一面,いちめん,"한쪽, 다른 쪽",JLPT_1 JLPT,Nx0OsZUH*E
一目,いちもく,"훑어보다, 잠깐, 잠깐 보다",JLPT_1 JLPT,saAg*cc00y
一様,いちよう,"획일적인, 비슷한, 동등한",JLPT_1 JLPT,4Npj$}s^v
一律,いちりつ,"균등한, 획일적인, 동등한",JLPT_1 JLPT,s7Bp#3`c^s
一連,いちれん,"시리즈, 체인, 뭉치(종이)",JLPT_1 JLPT,"K`?fU[;],#"
一括,いっかつ,"모두 함께, 일괄",JLPT_1 JLPT,hhovzuJKNB
一気,いっき,"한 번에, 한 번에",JLPT_1 JLPT,CgBD$%2<51
一挙に,いっきょに,"단번에, 한 번의 급습으로",JLPT_1 JLPT,F:IKX%#S}~
一見,いっけん,"훑어보기, 살짝, 훑어보기; 생면",JLPT_1 JLPT,NZ6>sHobC*
一切,いっさい,예외 없이 전체적으로,JLPT_1 JLPT,v}WLTgJ@1I
一心,いっしん,"한 마음, 열중하여",JLPT_1 JLPT,cClq^_-/LZ
いっそ,いっそ,"오히려, 더 빨리, 어쩌면",JLPT_1 JLPT,Ii]&B%6J^H
一変,いっぺん,완전한 변화,JLPT_1 JLPT,ek#.`h}8]>
意図,いと,"의도, 목표, 디자인",JLPT_1 JLPT,"Nv%*-6B!(,"
営む,いとなむ,"(예: 행사에서) 계속하다, 사업을 운영하다",JLPT_1 JLPT,DwKEu03*|H
挑む,いどむ,도전하다,JLPT_1 JLPT,c_-t#iEGZZ
稲光,いなびかり,(번쩍이는) 번개,JLPT_1 JLPT,c#^JVd1}UB
祈り,いのり,"기도, 간구",JLPT_1 JLPT,Ma]tANx6d6
いびき,いびき,쿨쿨,JLPT_1 JLPT,C/{&bugX+}
今更,いまさら,"지금, 다시",JLPT_1 JLPT,hj*29Ug#1R
未だ,いまだ,"아직, 아직",JLPT_1 JLPT,p:dli@Jl!z
移民,いみん,"이민자, 이민자",JLPT_1 JLPT,CLJ[Ns`Z6Z
嫌々,いやいや,"마지 못해, 결코, 마지못해",JLPT_1 JLPT,QjHKtey?XJ
卑しい,いやしい,"탐욕스러운, 저속한, 초라한",JLPT_1 JLPT,vBh9gD/$!+
いやに,いやに,"끔찍하게, 끔찍하게",JLPT_1 JLPT,qpdLL_V*P#
いやらしい,いやらしい,"불쾌한, 역겨운, 음란한",JLPT_1 JLPT,D<T6@Y-YD4
意欲,いよく,"의지, 욕망, 야망",JLPT_1 JLPT,Fq(`u%{Obm
威力,いりょく,"힘, 힘, 권위",JLPT_1 JLPT,r5er8dT<)9
衣類,いるい,"옷, 의복, 의복",JLPT_1 JLPT,QbNSCWqQ4!
異論,いろん,"다른 의견, 반대",JLPT_1 JLPT,A?E^7mu[K@
印鑑,いんかん,"우표, 도장",JLPT_1 JLPT,cTR~#z|<0M
陰気,いんき,"우울하다, 우울하다",JLPT_1 JLPT,A-+&-Fy%1r
隠居,いんきょ,퇴직; 은퇴한 사람,JLPT_1 JLPT,b^vje[Ox#X
インターチェンジ,インターチェンジ,교환,JLPT_1 JLPT,"rBKXdv$/G,"
インターナショナル,インターナショナル,국제적인,JLPT_1 JLPT,JmV&U~p0X$
インターフォン,インターフォン,"출입전화, 인터폰",JLPT_1 JLPT,AO3rDw-;8U
インテリ,インテリ,"(약어) 지식인, 지식인",JLPT_1 JLPT,piGc%@]7]l
インフォメーション,インフォメーション,정보,JLPT_1 JLPT,KO4Fli5w!*
インフレ,インフレ,(약어) 인플레이션,JLPT_1 JLPT,QC}1+m@@J*
受かる,うかる,(시험에) 합격하다,JLPT_1 JLPT,gIq*pkmfp{
受け入れ,うけいれ,"받아들이다, 받아들이다",JLPT_1 JLPT,j&5piEC:H:
受け入れる,うけいれる,"받아들이다, 받아들이다",JLPT_1 JLPT,i_JCrJB_9E
受け継ぐ,うけつぐ,"상속받다, 성공하다",JLPT_1 JLPT,x6H#Y*OpNS
受け付ける,うけつける,"(신청서를) 받아들이다, 받아들이다",JLPT_1 JLPT,wJiQ/5Nn/x
受け止める,うけとめる,"붙잡다, 반응하다, 받아들이다",JLPT_1 JLPT,kQB/rB@6#x
受身,うけみ,"수동태, 수동태",JLPT_1 JLPT,AB05ev+c>K
受持ち,うけもち,"(무엇의) 책임, 책임 있는 일",JLPT_1 JLPT,"DiB3?u$z,A"
動き,うごき,"움직임, 활동, 추세",JLPT_1 JLPT,u]mcX[(LyK
埋める,うずめる,"묻다, 채우다",JLPT_1 JLPT,s1}PR|XGjV
嘘つき,うそつき,거짓말쟁이,JLPT_1 JLPT,huy&f$4B!!
うたた寝,うたたね,"졸음, 낮잠",JLPT_1 JLPT,g>}T9.Ly4K
打ち明ける,うちあける,"고백하다, 공개하다",JLPT_1 JLPT,m>OKlxKk@!
打ち切る,うちきる,"중지하다, 중단하다, 중지하다, 중단하다",JLPT_1 JLPT,NY3MFaZc*o
打ち消し,うちけし,"(그램) 부정, 부정, 부정",JLPT_1 JLPT,FFlOc.L!8+
打ち込む,うちこむ,"~에 전념하다, ~에 전념하다",JLPT_1 JLPT,"iV,JA!*tZ)"
団扇,うちわ,팬,JLPT_1 JLPT,AXix@CPuvn
内訳,うちわけ,"항목, 분류, 분류",JLPT_1 JLPT,"kc.tS5mj},"
